,Outlier,comment_count,down_votes,reputation,score,up_votes,user_id,view_count,views
1,reputation,8,2098,30144,0,1264,131809,16,1923
2,reputation,0,17059,183790,2,14348,253056,20,23287
8,reputation,1,623,18981,0,787,1822164,20,2806
24,reputation,0,28,27410,0,727,911930,16,2700
25,reputation,2,28,27410,0,727,911930,20,2700
26,reputation,1,28,27410,0,727,911930,18,2700
27,reputation,0,28,27410,0,727,911930,4,2700
28,reputation,0,28,27410,0,727,911930,18,2700
29,reputation,0,28,27410,2,727,911930,16,2700
30,reputation,0,28,27410,1,727,911930,19,2700
31,reputation,0,28,27410,0,727,911930,19,2700
32,reputation,0,28,27410,1,727,911930,10,2700
33,reputation,1,28,27410,0,727,911930,16,2700
34,reputation,0,28,27410,0,727,911930,16,2700
35,reputation,0,28,27410,0,727,911930,18,2700
51,reputation,2,11,34006,0,1262,683553,14,1640
52,reputation,0,11,34006,0,1262,683553,12,1640
53,reputation,3,11,34006,-1,1262,683553,19,1640
54,reputation,0,11,34006,0,1262,683553,19,1640
55,reputation,0,11,34006,0,1262,683553,15,1640
56,reputation,1,78,26819,0,894,1033686,16,1724
57,reputation,2,78,26819,0,894,1033686,20,1724
58,reputation,1,78,26819,0,894,1033686,19,1724
66,reputation,1,121,32089,1,1355,138578,20,4762
67,reputation,0,121,32089,0,1355,138578,5,4762
68,reputation,0,121,32089,0,1355,138578,13,4762
69,reputation,0,20,12889,0,695,400790,18,610
70,reputation,0,20,12889,1,695,400790,19,610
71,reputation,0,20,12889,0,695,400790,20,610
90,reputation,0,100,31303,0,1142,153422,12,2885
113,reputation,0,273,33337,0,943,253468,18,2891
170,reputation,1,242,39423,1,2998,199700,16,6794
171,reputation,5,242,39423,0,2998,199700,17,6794
185,reputation,2,2,14969,0,504,516629,13,697
186,reputation,0,2,14969,0,504,516629,20,697
187,reputation,0,2,14969,0,504,516629,20,697
202,reputation,1,50,34643,1,593,5975,10,2076
203,reputation,0,50,34643,1,593,5975,20,2076
211,reputation,2,14,11985,0,826,1678468,18,454
218,reputation,2,461,187688,4,3899,324584,18,27257
244,reputation,7,7,31110,0,401,478144,20,2954
245,reputation,0,7,31110,0,401,478144,14,2954
246,reputation,2,7,31110,0,401,478144,18,2954
274,reputation,0,46,18845,1,523,340819,18,828
275,reputation,0,46,18845,1,523,340819,10,828
292,reputation,0,54,25234,0,455,188414,15,1460
358,reputation,0,1189,23259,0,3125,487813,12,2940
361,reputation,1,97,29043,1,625,898289,12,1786
367,reputation,0,44,21503,0,564,98422,16,1740
377,reputation,0,64,26073,0,6737,730807,5,3088
389,reputation,1,10,52647,0,117,32484,19,3139
415,reputation,0,50,27417,1,971,436028,19,2815
416,reputation,0,50,27417,0,971,436028,20,2815
441,reputation,2,437,36326,0,1600,3049628,10,4245
473,reputation,2,8,33369,0,2050,296446,17,1609
479,reputation,0,449,39904,0,4829,1011724,15,4149
486,reputation,0,26,11425,0,2805,27756,19,4847
487,reputation,0,26,11425,0,2805,27756,11,4847
488,reputation,0,26,11425,0,2805,27756,13,4847
489,reputation,1,26,11425,0,2805,27756,9,4847
490,reputation,0,26,11425,1,2805,27756,18,4847
491,reputation,0,26,11425,0,2805,27756,15,4847
492,reputation,0,26,11425,0,2805,27756,18,4847
493,reputation,0,26,11425,0,2805,27756,20,4847
494,reputation,0,26,11425,0,2805,27756,6,4847
499,reputation,0,1940,26569,0,1138,477127,17,3273
541,reputation,1,80,17916,1,421,87739,16,1046
542,reputation,0,46,12638,0,1689,276193,17,778
544,reputation,0,22,20898,0,3528,2120261,15,917
545,reputation,0,22,20898,1,3528,2120261,20,917
558,reputation,2,730,79076,0,2571,102441,13,6176
559,reputation,0,730,79076,1,2571,102441,19,6176
560,reputation,0,730,79076,0,2571,102441,17,6176
561,reputation,0,730,79076,0,2571,102441,14,6176
614,reputation,0,16,35728,1,647,274,20,1930
615,reputation,0,16,35728,0,647,274,18,1930
617,reputation,2,42,11201,0,491,234451,18,1117
620,reputation,0,9,12721,0,147,882993,10,500
623,reputation,1,16,15680,1,474,1606323,16,692
624,reputation,0,16,15680,1,474,1606323,14,692
625,reputation,0,16,15680,0,474,1606323,16,692
626,reputation,0,16,15680,0,474,1606323,15,692
627,reputation,1,16,15680,0,474,1606323,19,692
632,reputation,0,53,22546,0,455,11755,20,2372
633,reputation,0,53,22546,0,455,11755,10,2372
634,reputation,3,53,22546,0,455,11755,16,2372
635,reputation,2,53,22546,0,455,11755,14,2372
636,reputation,0,53,22546,0,455,11755,14,2372
637,reputation,1,53,22546,-1,455,11755,15,2372
638,reputation,0,53,22546,0,455,11755,20,2372
639,reputation,0,53,22546,0,455,11755,18,2372
640,reputation,1,53,22546,0,455,11755,15,2372
641,reputation,0,53,22546,0,455,11755,13,2372
642,reputation,1,53,22546,0,455,11755,20,2372
643,reputation,0,53,22546,-1,455,11755,18,2372
644,reputation,0,53,22546,1,455,11755,14,2372
645,reputation,0,53,22546,0,455,11755,18,2372
646,reputation,0,53,22546,1,455,11755,17,2372
647,reputation,1,53,22546,0,455,11755,16,2372
650,reputation,0,21,14345,0,1881,132208,19,690
651,reputation,2,7,13155,1,1669,876497,20,1277
669,reputation,2,940,71341,-1,2823,561309,16,4379
670,reputation,1,940,71341,0,2823,561309,13,4379
671,reputation,0,32,11727,0,245,1127699,19,1721
692,reputation,0,208,13891,0,614,220005,17,1482
713,reputation,0,201,13352,0,1548,261682,19,2076
714,reputation,6,201,13352,0,1548,261682,19,2076
729,reputation,2,13,16818,0,816,5014134,20,1030
739,reputation,0,1480,96868,0,2385,14357,20,8583
740,reputation,1,1480,96868,0,2385,14357,12,8583
741,reputation,0,67,10507,0,1262,125663,15,1627
771,reputation,0,9,13834,0,1623,6486,14,997
772,reputation,0,9,13834,1,1623,6486,17,997
774,reputation,0,41,15731,1,359,119790,18,862
775,reputation,0,235,26890,0,649,458742,4,1575
776,reputation,1,235,26890,2,649,458742,17,1575
777,reputation,0,235,26890,0,649,458742,20,1575
778,reputation,2,235,26890,0,649,458742,15,1575
779,reputation,0,235,26890,0,649,458742,14,1575
780,reputation,4,235,26890,0,649,458742,18,1575
781,reputation,3,235,26890,0,649,458742,14,1575
782,reputation,4,235,26890,1,649,458742,17,1575
783,reputation,2,235,26890,2,649,458742,19,1575
784,reputation,0,519,16616,0,872,933633,19,1145
835,reputation,0,8,12838,0,1247,693349,17,831
836,reputation,0,8,12838,0,1247,693349,13,831
871,reputation,2,2,11495,0,40,126280,19,983
872,reputation,2,2,11495,0,40,126280,16,983
873,reputation,2,2,11495,0,40,126280,20,983
874,reputation,0,2,11495,0,40,126280,20,983
875,reputation,1,2,11495,0,40,126280,13,983
876,reputation,2,84,30812,1,925,310121,20,1577
880,reputation,0,21,11195,0,2014,1150311,12,858
888,reputation,0,21,17784,0,142,48886,19,1254
889,reputation,0,55,29477,0,4511,97614,14,2307
890,reputation,1,55,29477,1,4511,97614,13,2307
913,reputation,0,8,32400,1,2069,18706,17,2164
914,reputation,0,8,32400,1,2069,18706,17,2164
940,reputation,1,14,15994,0,1420,469220,20,1389
959,reputation,0,283,16763,0,1425,39643,10,1393
960,reputation,0,283,16763,0,1425,39643,13,1393
963,reputation,1,66,43040,0,1382,174375,20,2789
964,reputation,2,66,43040,0,1382,174375,20,2789
965,reputation,2,66,43040,0,1382,174375,20,2789
966,reputation,3,66,43040,0,1382,174375,20,2789
967,reputation,7,10,12209,1,192,222151,16,953
968,reputation,0,10,12209,0,192,222151,15,953
969,reputation,0,10,12209,0,192,222151,7,953
970,reputation,2,10,12209,0,192,222151,14,953
971,reputation,2,10,12209,0,192,222151,19,953
972,reputation,1,10,12209,0,192,222151,19,953
973,reputation,0,80,26041,0,1797,319618,8,2531
974,reputation,3,80,26041,0,1797,319618,16,2531
975,reputation,0,80,26041,0,1797,319618,11,2531
976,reputation,0,80,26041,0,1797,319618,17,2531
1216,reputation,0,962,26919,0,6113,495796,14,5170
1217,reputation,0,962,26919,-1,6113,495796,19,5170
1218,reputation,0,962,26919,0,6113,495796,7,5170
1219,reputation,0,962,26919,0,6113,495796,20,5170
1220,reputation,0,962,26919,0,6113,495796,8,5170
1228,reputation,0,106,31771,0,3826,706456,8,2398
1239,reputation,0,5,18178,0,708,175216,18,1463
1260,reputation,0,160,20915,0,329,1936622,16,2283
1296,reputation,0,66,31307,0,637,47775,18,2689
1301,reputation,2,157,10959,0,1383,695749,14,1118
1302,reputation,0,157,10959,0,1383,695749,14,1118
1303,reputation,3,157,10959,0,1383,695749,13,1118
1316,reputation,2,42,46915,1,845,20400,19,3414
1317,reputation,1,42,46915,0,845,20400,19,3414
1321,reputation,2,5,10471,2,469,1622847,17,677
1326,reputation,0,3,12019,0,78,175562,20,831
1352,reputation,0,62,30536,0,2272,151641,15,2146
1354,reputation,0,449,21315,0,1037,229792,16,2092
1355,reputation,0,449,21315,1,1037,229792,17,2092
1388,reputation,0,10,11726,3,320,122033,16,1457
1389,reputation,0,10,11726,0,320,122033,17,1457
1390,reputation,5,23,11623,0,519,180420,19,805
1391,reputation,0,23,11623,1,519,180420,20,805
1410,reputation,0,20,13247,0,1339,6604,14,1511
1413,reputation,2,1329,17774,2,234,620444,20,2624
1420,reputation,0,71,11377,0,1658,283538,17,1549
1421,reputation,0,71,11377,1,1658,283538,20,1549
1422,reputation,0,71,11377,0,1658,283538,8,1549
1423,reputation,0,71,11377,0,1658,283538,18,1549
1424,reputation,0,71,11377,0,1658,283538,20,1549
1425,reputation,1,71,11377,0,1658,283538,19,1549
1426,reputation,0,71,11377,2,1658,283538,14,1549
1427,reputation,5,71,11377,1,1658,283538,20,1549
1428,reputation,4,37,14597,0,883,382307,15,1343
1446,reputation,0,21,19061,0,4730,326900,10,921
1449,reputation,1,39,27966,0,1314,593627,18,3400
1450,reputation,0,39,27966,0,1314,593627,14,3400
1451,reputation,0,39,27966,0,1314,593627,18,3400
1467,reputation,0,5,12781,1,423,734463,19,531
1506,reputation,1,168,20437,1,536,42106,14,2845
1507,reputation,0,168,20437,0,536,42106,17,2845
1541,reputation,0,8468,34547,0,4550,545127,8,9516
1564,reputation,0,17,13681,0,2506,141022,19,1048
1565,reputation,0,17,13681,0,2506,141022,15,1048
1566,reputation,0,189,32311,0,2468,429427,13,1155
1571,reputation,2,32,21080,0,156,4787,8,1529
1584,reputation,0,348,25678,0,601,1153938,10,1440
1626,reputation,3,16,21898,0,355,759076,20,1798
1627,reputation,0,16,21898,0,355,759076,20,1798
1639,reputation,2,15,55182,0,98,343204,10,2363
1640,reputation,1,15,55182,0,98,343204,15,2363
1641,reputation,0,15,55182,0,98,343204,19,2363
1642,reputation,1,15,55182,0,98,343204,17,2363
1643,reputation,0,15,55182,1,98,343204,6,2363
1644,reputation,0,15,55182,0,98,343204,14,2363
1645,reputation,0,15,55182,0,98,343204,7,2363
1646,reputation,0,15,55182,0,98,343204,17,2363
1647,reputation,0,15,55182,0,98,343204,12,2363
1648,reputation,0,15,55182,0,98,343204,10,2363
1649,reputation,0,15,55182,0,98,343204,16,2363
1650,reputation,3,15,55182,0,98,343204,11,2363
1651,reputation,2,15,55182,0,98,343204,16,2363
1652,reputation,0,15,55182,0,98,343204,15,2363
1653,reputation,2,15,55182,0,98,343204,15,2363
1654,reputation,1,15,55182,0,98,343204,6,2363
1668,reputation,0,216,23113,0,772,3233,19,1006
1670,reputation,0,116,23815,0,4548,1079110,18,2002
1671,reputation,3,116,23815,0,4548,1079110,16,2002
1679,reputation,0,17,11975,0,917,3006737,19,834
1680,reputation,0,17,11975,0,917,3006737,12,834
1733,reputation,0,10,23084,1,297,1319998,17,1495
1750,reputation,0,1,19866,0,634,31751,15,1095
1754,reputation,0,1057,11908,0,478,546871,13,2819
1765,reputation,0,5,24507,1,61,275501,20,364
1774,reputation,2,16,14031,1,2543,1327651,18,894
1775,reputation,0,16,14031,0,2543,1327651,8,894
1776,reputation,0,16,14031,0,2543,1327651,16,894
1777,reputation,0,16,14031,0,2543,1327651,16,894
1792,reputation,0,17,14987,0,561,240215,9,1555
1793,reputation,0,17,14987,0,561,240215,20,1555
1853,reputation,0,1022,47168,0,7845,13744,12,3339
1860,reputation,1,9,11092,0,3698,849697,20,495
1861,reputation,3,9,11092,0,3698,849697,17,495
1862,reputation,1,9,11092,0,3698,849697,19,495
1863,reputation,0,9,11092,0,3698,849697,12,495
1864,reputation,0,9,11092,0,3698,849697,14,495
1898,reputation,0,0,13869,0,366,385563,19,1060
1899,reputation,1,0,13869,0,366,385563,15,1060
1900,reputation,2,0,13869,0,366,385563,15,1060
1901,reputation,0,0,13869,1,366,385563,19,1060
1902,reputation,2,0,13869,0,366,385563,16,1060
1943,reputation,0,3624,19668,2,2290,70345,20,2877
1956,reputation,0,29,12141,0,356,98516,16,1288
1957,reputation,2,29,12141,0,356,98516,18,1288
1958,reputation,2,29,12141,0,356,98516,18,1288
1980,reputation,0,17,14843,0,138,264276,20,1159
1981,reputation,1,42,21155,0,1006,442351,17,1225
1982,reputation,1,42,21155,0,1006,442351,16,1225
1983,reputation,2,42,21155,0,1006,442351,19,1225
1984,reputation,1,42,21155,0,1006,442351,11,1225
1985,reputation,0,42,21155,0,1006,442351,15,1225
1986,reputation,0,42,21155,0,1006,442351,13,1225
1987,reputation,0,42,21155,1,1006,442351,17,1225
1988,reputation,3,42,21155,0,1006,442351,17,1225
1989,reputation,5,42,21155,0,1006,442351,17,1225
1990,reputation,0,42,21155,0,1006,442351,5,1225
1991,reputation,0,42,21155,0,1006,442351,11,1225
1992,reputation,2,42,21155,0,1006,442351,17,1225
1993,reputation,1,42,21155,0,1006,442351,17,1225
1994,reputation,0,42,21155,0,1006,442351,17,1225
1995,reputation,2,42,21155,1,1006,442351,20,1225
1996,reputation,1,42,21155,0,1006,442351,7,1225
2035,reputation,0,36,11002,1,144,17440,12,686
2064,reputation,0,272,63153,0,2547,16511,15,4808
2066,reputation,0,5,12536,0,515,123033,10,1377
2067,reputation,0,5,12536,0,515,123033,17,1377
2085,reputation,0,6,15351,1,316,428404,18,641
2115,reputation,0,572,55945,0,2228,37947,19,3541
2139,reputation,0,46,48375,1,1526,11898,16,2398
2140,reputation,0,46,48375,1,1526,11898,17,2398
2141,reputation,0,595,22540,0,2471,15371,18,1276
2142,reputation,0,595,22540,1,2471,15371,17,1276
2143,reputation,0,595,22540,0,2471,15371,19,1276
2160,reputation,0,158,12393,0,604,1239189,11,3044
2199,reputation,0,28,20079,0,543,40834,10,648
2209,reputation,0,409,106900,0,2692,1317805,11,9067
2210,reputation,0,409,106900,0,2692,1317805,13,9067
2228,reputation,0,80,34287,0,1230,687677,4,2485
2400,reputation,0,42,11295,0,545,192993,14,805
2448,reputation,0,0,15963,0,731,199,19,1122
2449,reputation,0,0,15963,0,731,199,7,1122
2478,reputation,0,32,24921,0,2970,33051,15,3241
2526,reputation,0,198,37327,0,1900,38522,13,2872
2527,reputation,1,198,37327,0,1900,38522,19,2872
2528,reputation,2,198,37327,0,1900,38522,18,2872
2529,reputation,0,198,37327,0,1900,38522,7,2872
2530,reputation,0,198,37327,0,1900,38522,13,2872
2531,reputation,0,198,37327,0,1900,38522,12,2872
2532,reputation,2,198,37327,-1,1900,38522,18,2872
2533,reputation,1,198,37327,-1,1900,38522,19,2872
2534,reputation,2,198,37327,0,1900,38522,18,2872
2535,reputation,0,198,37327,0,1900,38522,15,2872
2536,reputation,0,198,37327,0,1900,38522,18,2872
2537,reputation,1,198,37327,-1,1900,38522,10,2872
2538,reputation,4,198,37327,2,1900,38522,20,2872
2539,reputation,0,198,37327,0,1900,38522,16,2872
2540,reputation,2,198,37327,0,1900,38522,15,2872
2541,reputation,0,198,37327,0,1900,38522,6,2872
2542,reputation,0,198,37327,0,1900,38522,17,2872
2543,reputation,1,198,37327,1,1900,38522,19,2872
2544,reputation,1,198,37327,0,1900,38522,14,2872
2583,reputation,0,64,49689,0,1752,463785,17,4102
2601,reputation,1,21,16753,0,360,21634,15,1450
2605,reputation,0,796,41176,0,1793,410636,16,3818
2626,reputation,4,1,11468,0,281,1005499,20,348
2639,reputation,0,26,14883,0,239,755,5,575
2666,reputation,1,25,19360,0,459,3122639,17,632
2680,reputation,0,778,13466,2,920,789657,13,4388
2688,reputation,0,10,21421,0,256,24109,5,933
2689,reputation,3,10,21421,0,256,24109,18,933
2749,reputation,1,25,10837,0,145,1930219,15,749
2766,reputation,2,484,28663,0,1577,21061,13,2387
2767,reputation,3,484,28663,0,1577,21061,19,2387
2768,reputation,0,484,28663,2,1577,21061,17,2387
2769,reputation,1,194,49892,1,492,191463,12,2449
2770,reputation,0,194,49892,0,492,191463,18,2449
2790,reputation,4,46,17310,1,3414,303612,17,4062
2791,reputation,2,46,17310,1,3414,303612,15,4062
2795,reputation,1,1,55042,1,5546,1006010,12,2630
2810,reputation,2,485,12628,2,5163,940834,18,1792
2818,reputation,0,171,16933,0,281,2332336,14,1275
2819,reputation,2,171,16933,0,281,2332336,13,1275
2820,reputation,0,171,16933,0,281,2332336,13,1275
2821,reputation,0,171,16933,0,281,2332336,12,1275
2834,reputation,1,85,38542,1,2078,2071807,19,1978
2849,reputation,0,10,12585,0,69,1641422,20,614
2904,reputation,0,18,13543,0,1866,3189,17,702
2925,reputation,0,8,11815,0,495,51593,13,1979
2926,reputation,2,32,13154,0,2591,846476,17,762
2927,reputation,0,32,13154,0,2591,846476,12,762
2928,reputation,0,32,13154,0,2591,846476,19,762
2929,reputation,0,32,13154,0,2591,846476,8,762
2930,reputation,0,32,13154,0,2591,846476,11,762
2950,reputation,0,27,11315,0,167,120820,16,602
2953,reputation,0,25,16779,0,1782,361842,19,1691
2962,reputation,2,197,115343,-1,3682,99834,11,8228
2963,reputation,3,197,115343,-1,3682,99834,16,8228
2964,reputation,0,197,115343,0,3682,99834,16,8228
2965,reputation,0,197,115343,0,3682,99834,6,8228
2966,reputation,4,197,115343,0,3682,99834,18,8228
2967,reputation,0,197,115343,0,3682,99834,20,8228
2968,reputation,0,197,115343,0,3682,99834,18,8228
2969,reputation,0,197,115343,0,3682,99834,19,8228
2970,reputation,0,197,115343,0,3682,99834,20,8228
2971,reputation,0,197,115343,0,3682,99834,18,8228
2972,reputation,0,197,115343,0,3682,99834,10,8228
2973,reputation,0,197,115343,0,3682,99834,14,8228
2974,reputation,1,197,115343,1,3682,99834,20,8228
2975,reputation,1,197,115343,1,3682,99834,15,8228
2976,reputation,0,197,115343,0,3682,99834,6,8228
2977,reputation,0,197,115343,1,3682,99834,13,8228
2978,reputation,0,197,115343,0,3682,99834,7,8228
2979,reputation,1,197,115343,0,3682,99834,12,8228
2980,reputation,0,197,115343,-2,3682,99834,18,8228
2981,reputation,0,197,115343,1,3682,99834,16,8228
2982,reputation,0,197,115343,0,3682,99834,8,8228
2983,reputation,0,197,115343,0,3682,99834,20,8228
2984,reputation,0,197,115343,-2,3682,99834,18,8228
2985,reputation,4,197,115343,0,3682,99834,9,8228
2986,reputation,0,197,115343,0,3682,99834,12,8228
3024,reputation,0,45,12968,0,585,1290545,13,8792
3049,reputation,0,1615,16309,0,5329,1563422,8,5981
3050,reputation,2,33,11323,0,1455,2091169,19,975
3051,reputation,0,33,11323,0,1455,2091169,18,975
3052,reputation,0,33,11323,0,1455,2091169,7,975
3053,reputation,4,33,11323,1,1455,2091169,17,975
3054,reputation,2,33,11323,0,1455,2091169,16,975
3055,reputation,0,33,11323,0,1455,2091169,14,975
3056,reputation,5,33,11323,0,1455,2091169,14,975
3057,reputation,0,33,11323,0,1455,2091169,20,975
3058,reputation,0,33,11323,0,1455,2091169,11,975
3059,reputation,0,33,11323,1,1455,2091169,20,975
3197,reputation,2,18,22239,1,1893,509706,19,1497
3207,reputation,0,72,20390,0,505,178757,13,1317
3208,reputation,0,45,29561,0,273,289666,13,951
3234,reputation,2,201,41424,0,754,13227,20,2370
3235,reputation,0,126,23409,0,1452,202168,19,1690
3236,reputation,0,126,23409,1,1452,202168,16,1690
3237,reputation,0,126,23409,0,1452,202168,14,1690
3254,reputation,0,1204,24848,0,2483,500974,15,2310
3281,reputation,11,65,11494,1,367,404568,19,966
3282,reputation,0,65,11494,0,367,404568,14,966
3283,reputation,0,65,11494,0,367,404568,19,966
3302,reputation,0,138,12653,0,1203,1010632,15,1381
3304,reputation,0,48,13103,0,3352,1741868,18,1310
3323,reputation,0,60,31810,1,1158,28543,20,2962
3328,reputation,2,760,23454,0,834,978756,18,3974
3335,reputation,2,17,32947,0,579,84539,17,2284
3345,reputation,3,322,28934,0,1294,31667,10,2418
3346,reputation,0,322,28934,2,1294,31667,20,2418
3347,reputation,0,322,28934,1,1294,31667,10,2418
3348,reputation,0,40,39822,0,488,93884,10,1033
3358,reputation,0,69,16328,0,763,1577190,16,988
3525,reputation,0,97,235072,1,927,6068,17,10965
3526,reputation,0,97,235072,0,927,6068,10,10965
3527,reputation,0,97,235072,1,927,6068,18,10965
3528,reputation,0,97,235072,0,927,6068,11,10965
3529,reputation,0,97,235072,0,927,6068,19,10965
3530,reputation,0,97,235072,0,927,6068,6,10965
3531,reputation,0,97,235072,1,927,6068,11,10965
3532,reputation,0,30,31280,0,2174,15393,8,2305
3533,reputation,0,100,22378,0,629,302533,16,2385
3534,reputation,0,100,22378,0,629,302533,17,2385
3569,reputation,0,707,32662,1,2579,1612146,16,2318
3594,reputation,0,182,15546,0,1564,67258,17,1848
3601,reputation,0,1,12574,0,11,787762,20,193
3616,reputation,0,7,13589,0,148,93613,19,1192
3617,reputation,0,45,65634,0,1522,95944,20,4584
3624,reputation,0,10,15157,0,1456,623519,16,402
3625,reputation,0,10,15157,0,1456,623519,12,402
3626,reputation,0,10,15157,0,1456,623519,14,402
3627,reputation,0,10,15157,0,1456,623519,10,402
3628,reputation,1,10,15157,1,1456,623519,14,402
3714,reputation,0,759,20302,0,1361,3436942,19,2485
3719,reputation,4,31,17062,0,244,56007,20,608
3727,reputation,0,1233,68266,2,3551,1066031,18,4633
3728,reputation,2,2,12568,0,1820,1071383,20,475
3729,reputation,3,2,12568,2,1820,1071383,20,475
3730,reputation,0,1294,24767,1,2417,1352288,9,2187
3731,reputation,2,1294,24767,1,2417,1352288,20,2187
3732,reputation,1,1294,24767,1,2417,1352288,20,2187
3741,reputation,4,1648,279695,0,1406,507674,18,22360
3758,reputation,0,44,19231,0,812,240363,9,2131
3759,reputation,2,44,19231,0,812,240363,14,2131
3760,reputation,0,44,19231,0,812,240363,13,2131
3761,reputation,5,44,19231,0,812,240363,16,2131
3762,reputation,1,44,19231,0,812,240363,17,2131
3771,reputation,0,180,15300,0,850,2089006,13,978
3772,reputation,2,180,15300,0,850,2089006,19,978
3773,reputation,2,180,15300,0,850,2089006,15,978
3774,reputation,0,180,15300,0,850,2089006,14,978
3817,reputation,2,267,12746,0,1905,2541,20,3832
3850,reputation,2,29,10803,0,48,4396258,19,170
3882,reputation,0,12,10838,0,422,457148,9,639
3883,reputation,2,12,10838,0,422,457148,19,639
3884,reputation,0,12,10838,0,422,457148,17,639
3885,reputation,4,23,11118,0,1339,499699,9,632
3905,reputation,1,8,48170,1,435,449856,16,2380
3934,reputation,0,33,47519,1,943,5017,17,3083
3935,reputation,0,3,22996,1,2443,94278,16,2215
3936,reputation,0,3,22996,0,2443,94278,19,2215
3937,reputation,0,3,22996,0,2443,94278,19,2215
3938,reputation,0,3,22996,0,2443,94278,16,2215
3939,reputation,0,3,22996,1,2443,94278,14,2215
3942,reputation,0,20,11230,0,1093,271106,19,914
3943,reputation,1,20,11230,0,1093,271106,11,914
3948,reputation,3,849,16264,1,1507,930393,18,1744
4011,reputation,4,290,23645,0,3889,156755,16,5226
4014,reputation,0,139,12407,0,3683,351785,16,784
4067,reputation,0,154,197771,0,975,12870,20,9458
4068,reputation,0,154,197771,1,975,12870,20,9458
4069,reputation,0,154,197771,0,975,12870,17,9458
4070,reputation,0,67,29864,0,1496,15369,13,2531
4071,reputation,2,67,29864,0,1496,15369,15,2531
4072,reputation,1,67,29864,0,1496,15369,19,2531
4073,reputation,2,67,29864,0,1496,15369,16,2531
4074,reputation,3,67,29864,0,1496,15369,18,2531
4075,reputation,0,347,14620,0,662,28768,16,1750
4082,reputation,2,120,50978,0,2112,356635,20,4399
4083,reputation,2,47,20547,0,1360,1212017,19,3336
4084,reputation,0,47,20547,0,1360,1212017,17,3336
4085,reputation,1,47,20547,0,1360,1212017,16,3336
4108,reputation,0,266,24503,1,3232,1596545,16,2121
4109,reputation,1,266,24503,0,3232,1596545,8,2121
4121,reputation,4,11,17348,0,373,26107,17,813
4136,reputation,0,22,55720,0,3128,107409,16,4202
4161,reputation,0,319,12266,0,4760,180430,15,1008
4183,reputation,0,63,10692,0,444,424611,15,894
4184,reputation,0,63,10692,0,444,424611,10,894
4195,reputation,1,98,13238,0,92,125680,12,1495
4201,reputation,0,24,17985,1,397,416626,12,352
4202,reputation,0,24,17985,1,397,416626,17,352
4203,reputation,1,24,17985,0,397,416626,19,352
4204,reputation,0,24,17985,0,397,416626,17,352
4205,reputation,0,9,11283,0,336,473040,19,841
4206,reputation,0,9,11283,0,336,473040,14,841
4209,reputation,0,812,38113,0,1737,699224,16,3852
4210,reputation,0,29,20739,0,4103,1071320,11,1016
4211,reputation,0,29,20739,0,4103,1071320,15,1016
4212,reputation,0,29,20739,0,4103,1071320,13,1016
4213,reputation,0,29,20739,0,4103,1071320,13,1016
4233,reputation,0,2549,18807,0,3154,1084416,10,4475
4238,reputation,2,1,15643,1,1779,3894917,16,990
4253,reputation,0,42,21884,0,1945,435129,17,2032
4254,reputation,0,42,21884,0,1945,435129,7,2032
4335,reputation,0,29,16110,1,1120,28901,19,530
4336,reputation,0,35,30605,0,1014,107783,20,2351
4337,reputation,1,35,30605,0,1014,107783,17,2351
4338,reputation,0,35,30605,0,1014,107783,4,2351
4339,reputation,0,35,30605,0,1014,107783,10,2351
4340,reputation,0,35,30605,1,1014,107783,19,2351
4341,reputation,2,35,30605,0,1014,107783,15,2351
4342,reputation,0,35,30605,0,1014,107783,19,2351
4343,reputation,0,35,30605,0,1014,107783,11,2351
4344,reputation,0,34,11219,0,203,154688,14,975
4361,reputation,0,28,21375,0,2064,15825,19,1289
4363,reputation,0,16,36591,0,243,440602,19,2435
4367,reputation,0,16,12409,0,450,1019952,9,766
4368,reputation,7,16,12409,1,450,1019952,17,766
4369,reputation,0,16,12409,0,450,1019952,20,766
4421,reputation,0,5348,212764,0,9057,82548,8,18175
4422,reputation,6,97,31238,0,412,183579,16,1644
4435,reputation,0,18,10995,0,652,16964,12,1626
4436,reputation,0,18,10995,0,652,16964,20,1626
4437,reputation,3,18,10995,0,652,16964,15,1626
4438,reputation,0,18,10995,0,652,16964,13,1626
4469,reputation,0,176,32077,1,1115,7512,16,2978
4470,reputation,0,176,32077,0,1115,7512,18,2978
4477,reputation,0,117,12034,0,951,493762,11,529
4494,reputation,1,39,17284,0,2412,539490,8,858
4495,reputation,2,39,17284,0,2412,539490,20,858
4496,reputation,0,39,17284,0,2412,539490,10,858
4497,reputation,0,39,17284,0,2412,539490,10,858
4498,reputation,0,39,17284,0,2412,539490,14,858
1,views,8,2098,30144,0,1264,131809,16,1923
2,views,0,17059,183790,2,14348,253056,20,23287
8,views,1,623,18981,0,787,1822164,20,2806
24,views,0,28,27410,0,727,911930,16,2700
25,views,2,28,27410,0,727,911930,20,2700
26,views,1,28,27410,0,727,911930,18,2700
27,views,0,28,27410,0,727,911930,4,2700
28,views,0,28,27410,0,727,911930,18,2700
29,views,0,28,27410,2,727,911930,16,2700
30,views,0,28,27410,1,727,911930,19,2700
31,views,0,28,27410,0,727,911930,19,2700
32,views,0,28,27410,1,727,911930,10,2700
33,views,1,28,27410,0,727,911930,16,2700
34,views,0,28,27410,0,727,911930,16,2700
35,views,0,28,27410,0,727,911930,18,2700
